Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue,Sentiment Scores,Compound Score,Sentiment
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I know. My father thinks it’s the right path for me. But lately I’ve been having this dream and I think it’s—,I know. My father thinks it is the right path for me. But lately I have been having this dream and I think it is—,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.4357}",0.4357,Positive 😊
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"Oh, a dream! Let’s hear all about it!","Oh, a dream! Let us hear all about it!","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.3786}",0.3786,Positive 😊
Pocahontas,Animals,Unknown,Animal,Nature,Supporting,False,False,[Chatter.],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,Quiet! Quiet!,Quiet! Quiet!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"Now, child, you were saying.","Now, child, you were saying.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"Well, I’m running through the woods and then right there in front of me is an arrow. As I look at it, it starts to spin.","Well, I am running through the woods and then right there in front of me is an arrow. As I look at it, it starts to spin.","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.2732}",0.2732,Positive 😊
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,A spinning arrow? How unusual.,A spinning arrow? How unusual.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Yes! It spins faster and faster and faster until suddenly it stops.,Yes! It spins faster and faster and faster until suddenly it stops.,"{'neg': 0.11, 'neu': 0.685, 'pos': 0.205, 'compound': 0.3382}",0.3382,Positive 😊
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"Hmm. Well, seems to me this spinning arrow is pointing you down your path.","Hmm. Well, seems to me this spinning arrow is pointing you down your path.","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}",0.2732,Positive 😊
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,"But Grandmother Willow, what is my path? How am I ever going to find it?","But Grandmother Willow, what is my path? How am I ever going to find it?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,[Chuckle.] Your mother asked me the very same question.,Your mother asked me the very same question.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,She did? What did you tell her?,She did? What did you tell her?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"I told her to listen. All around you are spirits, child. They live in the earth, the water, the sky. If you listen, they will guide you.","I told her to listen. All around you are spirits, child. They live in the earth, the water, the sky. If you listen, they will guide you.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Wind Spirits,Unknown,Spiritual Entity,Nature/Spiritual,Supporting,False,False,Ay ay ay na ay ay na,Ay ay ay na ay ay na,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I hear the wind.,I hear the wind.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,"Yes, what is it telling you?","Yes, what is it telling you?","{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,Positive 😊
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,I don’t understand.,I do not understand.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,Que que na-to-ra,Que que na-to-ra,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,It’s saying something’s coming! Strange clouds?,It is saying something is coming! Strange clouds?,"{'neg': 0.23, 'neu': 0.77, 'pos': 0.0, 'compound': -0.2714}",-0.2714,Negative 😡
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,Listen with your heart,Listen with your heart,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Wind Spirits,Unknown,Spiritual Entity,Nature/Spiritual,Supporting,False,False,You will understand,You will understand,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Grandmother Willow,Female,Mythical Entity,Nature/Spiritual,Supporting,False,False,What do you see?,What do you see?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Pocahontas,Female,Native American,Powhatan,Protagonist,True,True,Clouds. Strange clouds.,Clouds. Strange clouds.,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative 😡
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"Look at it, Wiggins. An entire New World chock full of gold, just waiting for me.","Look at it, Wiggins. An entire New World chock full of gold, just waiting for me.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Wiggins,Male,Caucasian,English,Supporting,False,False,"And scores of adventures waiting for us, right, Percy? Do you think we’ll meet some savages?","And scores of adventures waiting for us, right, Percy? Do you think we will meet some savages?","{'neg': 0.178, 'neu': 0.709, 'pos': 0.113, 'compound': -0.3313}",-0.3313,Negative 😡
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"If we do, we should be sure to give them a proper English greeting.","If we do, we should be sure to give them a proper English greeting.","{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.5994}",0.5994,Positive 😊
Pocahontas,Wiggins,Male,Caucasian,English,Supporting,False,False,"Oh, gift baskets!","Oh, gift baskets!","{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4926}",0.4926,Positive 😊
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,And he came so highly recommended.,And he came so highly recommended.,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.3338}",0.3338,Positive 😊
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"It’s perfect, Governor. The water’s deep enough, we can pull right up to shore. Hey there, Percy.","It is perfect, Governor. The water’s deep enough, we can pull right up to shore. Hey there, Percy.","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5719}",0.5719,Positive 😊
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"Very well, then. Give the order.","Very well, then. Give the order.","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.3384}",0.3384,Positive 😊
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Already done, sir. I’ve got a crew assembled and they’re ready to go.","Already done, sir. I have got a crew assembled and they are ready to go.","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.3612,Positive 😊
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"About the natives, I’m counting on you to make sure those filthy heathens don’t disrupt our mission.","About the natives, I am counting on you to make sure those filthy heathens do not disrupt our mission.","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.3182}",0.3182,Positive 😊
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"Well, if they’re anything like the savages I’ve fought before, it’s nothing I can’t handle.","Well, if they are anything like the savages I have fought before, it is nothing I cannot handle.","{'neg': 0.256, 'neu': 0.538, 'pos': 0.206, 'compound': -0.2732}",-0.2732,Negative 😡
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"Right. That’ll be all, Smith, there’s a good man.","Right. That will be all, Smith, there is a good man.","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,Positive 😊
Pocahontas,John Smith,Male,Caucasian,English,Protagonist,False,False,"See ya, Percy.","See ya, Percy.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,"The men like Smith, don’t they? I’ve never been a popular man.","The men like Smith, do not they? I have never been a popular man.","{'neg': 0.157, 'neu': 0.674, 'pos': 0.169, 'compound': 0.0433}",0.0433,Neutral 😐
Pocahontas,Wiggins,Male,Caucasian,English,Supporting,False,False,I like you.,I like you.,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,Positive 😊
Pocahontas,Ratcliffe,Male,Caucasian,English,Antagonist,False,False,And don’t think I don’t know what those backstabbers at court say about me.,And do not think I do not know what those backstabbers at court say about me.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Pocahontas,Wiggins,Male,Caucasian,English,Supporting,False,False,"Oh yes, all that talk about you being a pathetic social climber who’s failed at everything he’s—","Oh yes, all that talk about you being a pathetic social climber who is failed at everything he is—","{'neg': 0.283, 'neu': 0.607, 'pos': 0.109, 'compound': -0.6486}",-0.6486,Negative 😡
